,Unnamed: 0.1,Unnamed: 0,subject,name,uid,description,description_NER
1766,1766,2512,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/Shortening,Shortening,Shortening,The ratio of the distance by which a precast piece is shortened after release from its form (due to compression induced by prestressing) to its original (nominal) length.,"ratio, distance"
1767,1767,2513,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/ReinforcementAreaRatio,ReinforcementAreaRatio,ReinforcementAreaRatio,The required ratio of the effective area of the reinforcement to the effective area of the concrete At any section of a reinforced concrete structural element.,"ratio, reinforcement, concrete, section"
1768,1768,2514,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/GrossArea,GrossArea,GrossArea,"Gross Area of the object. Openings, recesses, projections and cut-outs are not taken into account.","object, Openings, recesses, projections, cut - outs"
1769,1769,2515,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/DimensionalAccuracyClass,DimensionalAccuracyClass,DimensionalAccuracyClass,Classification designation of the dimensional accuracy requirement according to local standards.,"Classification designation, local standards"
1770,1770,2516,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/FormStrippingStrength,FormStrippingStrength,FormStrippingStrength,The minimum required compressive strength of the concrete at form stripping time.,"compressive strength, concrete"
1771,1771,2517,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/TransportationStrength,TransportationStrength,TransportationStrength,The minimum required compressive strength of the concrete required for transportation.,"compressive strength, concrete, transportation"
1772,1772,2518,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/TypeDesignation,TypeDesignation,TypeDesignation,"Type designator for the element. The content depends on local standards. Eg. 'Bull nose', 'Half batter', 'Dropper', 'Chamfer' etc","element, content, local standards, Chamfer"
1773,1773,2519,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/ActualErectionDate,ActualErectionDate,ActualErectionDate,Date erected.,
1774,1774,2520,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/CounterSlope,CounterSlope,CounterSlope,"Sloping angle of the object, measured perpendicular to the slope  - relative to horizontal (0.0 degrees).
Actual maximum slope for the passageway measured perpendicular to the direction of travel according to the current design. The shape information is provided in addition to the shape representation and the geometric parameters used within. In cases of inconsistency between the geometric parameters and the shape properties, provided in the attached property, the geometric parameters take precedence.
Note: new property in IFC4.","object, slope, horizontal, degrees, slope, passageway, perpendicular, direction, design, shape information, shape representation, geometric parameters, In cases, geometric parameters, shape properties, attached property, geometric parameters, property"
1775,1775,2521,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/HollowCorePlugging,HollowCorePlugging,HollowCorePlugging,"A descriptive label for how the hollow core ends are treated: they may be left open, closed with a plug, or sealed with cast concrete. Values would be, for example: 'Unplugged', 'Plugged', 'SealedWithConcrete'. This property applies to  hollow core slabs only.",property
1776,1776,2522,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/CastingMethod,CastingMethod,CastingMethod,The method of casting the concrete into its designed form.,"method, concrete"
1777,1777,2523,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/MinimumAllowableSupportLength,MinimumAllowableSupportLength,MinimumAllowableSupportLength,The minimum allowable support length.,
1778,1778,2524,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/ExposureClass,ExposureClass,ExposureClass,"Classification of exposure to environmental conditions, usually specified in accordance with the concrete design code which is applied in the project.","Classification, concrete design code, project"
1779,1779,2525,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/GrossVolume,GrossVolume,GrossVolume,"Total gross volume of the object. Openings, recesses, enclosed objects and projections are not taken into account.","object, Openings, recesses, projections"
1780,1780,2526,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/ConstructionToleranceClass,ConstructionToleranceClass,ConstructionToleranceClass,Classification designation of the on-site construction tolerances according to local standards.,"Classification designation, local standards"
1781,1781,2527,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/DesignLocationNumber,DesignLocationNumber,DesignLocationNumber,"Defines a unique location within a structure, the ‘slot’ for which the piece was designed.","location, structure, piece, designed"
1782,1782,2528,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/TendonRelaxation,TendonRelaxation,TendonRelaxation,The maximum allowable relaxation of the tendon (usually expressed as %/1000 h).This property applies to prestressed concrete elements only.,"tendon, property, prestressed concrete elements"
1783,1783,2529,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/ReinforcementVolumeRatio,ReinforcementVolumeRatio,ReinforcementVolumeRatio,The required ratio of the effective mass of the reinforcement to the effective volume of the concrete of a reinforced concrete structural element.,"ratio, reinforcement, concrete"
1784,1784,2530,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/Twisting,Twisting,Twisting,"The angle, in radians, through which the end face of a precast piece is rotated with respect to its starting face, along its longitudinal axis, as a result of non-aligned supports. This measure is also termed the ‘warping’ angle.","angle, radians, respect, longitudinal axis, result, supports, measure"
1785,1785,2531,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/StructuralClass,StructuralClass,StructuralClass,The structural class defined for the concrete structure (e.g. '1').,
1786,1786,2532,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/ClearWidth,ClearWidth,ClearWidth,The clear width.,
1787,1787,2533,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/ProductionLotId,ProductionLotId,ProductionLotId,The manufacturer's production lot identifier.,manufacturer
1788,1788,2534,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/LiftingStrength,LiftingStrength,LiftingStrength,The minimum required compressive strength of the concrete when the concrete element is lifted.,"compressive strength, concrete"
1789,1789,2535,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/ConcreteCoverAtLinks,ConcreteCoverAtLinks,ConcreteCoverAtLinks,The protective concrete cover at the reinforcement links according to local building regulations.,"protective concrete cover, reinforcement, local building regulations"
1790,1790,2536,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/SerialNumber,SerialNumber,SerialNumber,The manufacturer's serial number assigned to an occurrence of a product.,"manufacturer, occurrence, product"
1791,1791,2537,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/ManufacturingToleranceClass,ManufacturingToleranceClass,ManufacturingToleranceClass,Classification designation of the manufacturing tolerances according to local standards.,"Classification designation, local standards"
1792,1792,2538,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/ConcreteCoverAtMainBars,ConcreteCoverAtMainBars,ConcreteCoverAtMainBars,The protective concrete cover at the main reinforcing bars according to local building regulations.,"protective concrete cover, local building regulations"
1793,1793,2539,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/TubeDiameter,TubeDiameter,TubeDiameter,Indicates the diameter of the fiber tubes that are used in the fan out.,diameter
1794,1794,2540,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/NumberOfTubes,NumberOfTubes,NumberOfTubes,Number of fiber tubes.,Number
1795,1795,2541,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/NetWeight,NetWeight,NetWeight,"Total net weight of the object without add-on parts, taking into account possible processing features (cut-out's, etc.) or openings and recesses.","object, processing features, cut - out  s, or openings, recesses"
1796,1796,2542,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/ConstructionType,ConstructionType,ConstructionType,Deprecated.,
1797,1797,2543,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/GrossSurfaceArea,GrossSurfaceArea,GrossSurfaceArea,"Total gross area of the object, normally generated as perimeter * length + 2 * cross section area. It is the sum of OuterSurfaceArea + (2 x CrossSectionArea) and shall only be given, if the OuterSurfaceArea and CrossSectionArea cannot be established separately.",object
1798,1798,2544,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/OperationPressureMax,OperationPressureMax,OperationPressureMax,Maximum pressure under normal operating conditions.,"normal, operating conditions"
1799,1799,2545,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/CompressedAirFilterType,CompressedAirFilterType,CompressedAirFilterType,"ACTIVATEDCARBON: absorbs oil vapor and odor; PARTICLE_FILTER: used to absorb solid particles of medium size; COALESCENSE_FILTER: used to absorb fine solid, oil, and water particles, also called micro filter",
1800,1800,2546,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/CloggingIndicator,CloggingIndicator,CloggingIndicator,Whether the filter has an indicator to display the degree of clogging of the filter.,"filter, filter"
1801,1801,2547,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/AutomaticCondensateDischarge,AutomaticCondensateDischarge,AutomaticCondensateDischarge,Whether or not the condensing water or oil is discharged automatically from the filter.,filter
1802,1802,2548,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/SwitchFunction,SwitchFunction,SwitchFunction,Indicates types of switches which differs in functionality.,"types, switches"
1803,1803,2549,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/NumberOfGangs,NumberOfGangs,NumberOfGangs,Number of gangs in the object.,"Number, object"
1804,1804,2550,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/Legend,Legend,Legend,A text inscribed or applied to the switch as a legend to indicate purpose or function.,"text, switch, purpose, function"
1805,1805,2551,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/IsIlluminated,IsIlluminated,IsIlluminated,An indication of whether there is an illuminated indicator to show that the switch is on (=TRUE) or not (= FALSE).,"indication, switch, FALSE"
1806,1806,2552,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/HasLock,HasLock,HasLock,Indication of whether a switching device has a key operated lock (=TRUE) or not (= FALSE).,"Indication, FALSE"
1807,1807,2553,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/Text,Text,Text,Text content,
1808,1808,2554,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/WaveLoading,WaveLoading,WaveLoading,Wave loading force,
1809,1809,2555,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/HighWaterLevel,HighWaterLevel,HighWaterLevel,High water level,
1810,1810,2556,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/UniformlyDistributedLoad,UniformlyDistributedLoad,UniformlyDistributedLoad,Uniformly Distributed Load,
1811,1811,2557,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/FlowLoading,FlowLoading,FlowLoading,Flow loading force,
1812,1812,2558,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/ExtremeLowWaterLevel,ExtremeLowWaterLevel,ExtremeLowWaterLevel,Extreme low water level,
1813,1813,2559,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/StructuralType,StructuralType,StructuralType,Structural type of the object,object
1814,1814,2560,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/PierSectionType,PierSectionType,PierSectionType,Whether the structure presents a solid/closed barrier to the passage of water or is open.,"structure, water, open"
1815,1815,2561,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/ShipLoading,ShipLoading,ShipLoading,Ship loading force,
1816,1816,2562,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/LowWaterLevel,LowWaterLevel,LowWaterLevel,Low water level,
1817,1817,2563,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/prop/ExtremeHighWaterLevel,ExtremeHighWaterLevel,ExtremeHighWaterLevel,Extreme high water level,
