,subject,name,uid,description
713,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop396,NetPositiveSuctionHead,Prop396,"Amount of the absolute value of the total head above the head, equivalent to the vapor pressure of the liquid at the particular temperature, with reference to the NPSH datum plane"
714,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop416,Throughput,Prop416,Measured throughput of the vacuum pump
715,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop403,PumpHumidity,Prop403,Measured humidity inside the pump
716,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop397,NumberOfStarts,Prop397,Total number of starts
717,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop384,HydraulicEfficiency,Prop384,"Determined proportion of pump available power input, Pa, which is delivered as pump power output, Pu, after satisfying the losses resulting from friction due to the relative motion of internal surfaces and internal leakage"
718,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop391,LubricatingOilPressure,Prop391,Measured oil pressure of the lubrication system
719,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop473,ReliefValveSetPressure,Prop473,Outlet pressure at which the relief valve begins to open.
720,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop472,ReliefValveReseatPressure,Prop472,Outlet pressure at which the relief valve will close after passing the total pump flow.
721,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop471,ReliefValveBackPressure,Prop471,Pressure at the outlet of the relief valve when the valve is closed.
722,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop470,ReliefValveAccumulationPressure,Prop470,Outlet pressure at which the relief valve will pass the total pump flow.
723,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop469,OutletAreaOfThePump,Prop469,Free cross-sectional area of the orifice in the outlet connection of the pump.
724,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop468,MinimumAllowableOutetPressure,Prop468,Lowest value of outlet pressure at which the pump or component is capable of functioning on the basis of the materials used.
725,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop467,MaximumAllowableOutletPressure,Prop467,Highest value of outlet pressure at which the pump or component is capable of functioning on the basis of the materials used.
726,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop65,Severity,Prop65,"Extent of loss, damage or harm caused by a fault or failure"
727,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop64,NumberOfFailures,Prop64,Number of failures of an object
728,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop63,Failure,Prop63,"Termination of the ability of an item to perform a required function. A ""True"" status means that the pump has a failure and a ""False"" status means that the pump has no failure."
729,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop62,Criticality,Prop62,Index of the severity of an effect combined with the probability of expected frequency of its occurrence
730,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop61,CorrectiveMaintenanceTime,Prop61,"Part of the maintenance time when active corrective maintenance is carried out on an item, including technical, logistic and internal administrative delays"
731,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop345,PumpRatedPowerInput,Prop345,Power required by the pump at the rated conditions
732,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop353,ValveSeatVelocity,Prop353,Mean velocity of the flow through the valve seat at the specified operating conditions
733,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop342,PumpBestEfficiency,Prop342,Greatest value of pump efficiency obtained at given operating conditions
734,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop337,MechanicalEfficiency,Prop337,"Proportion of the pump power input, P, available after satisfying the mechanical power losses, PJ,ab, at given operating conditions"
735,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop328,HeightOfTheNpshDatumPlane,Prop328,Difference between the NPSH datum plane and the reference plane
736,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop324,AtmosphericPressure,Prop324,Mean absolute pressure of the atmosphere measured at the place of installation (2.1.1.3) of the pump
737,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop354,ValveSpillVelocity,Prop354,Mean velocity of the flow through the valve spill area
738,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop349,RatedSpeed,Prop349,Number of revolutions of the pump in a given time required to meet the rated conditions
739,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop350,TotalHeadAtInletAreaOfTheInstallation,Prop350,"Head observed at inlet area of the installation, corresponding to the sum of the height, pressure head and velocity head"
740,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop338,MinimumAllowableFlow,Prop338,Smallest rate of flow that the pump can be expected to deliver continuously without risk of internal damage when operated at the rated speed and on the liquid for which it was supplied
741,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop329,HeightOfTheOutletManometer,Prop329,"Height of the zero or center position of the outlet manometer, or other point as defined by the manometer calibration"
742,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop355,VaporPressureOfThePumpedLiquid,Prop355,Absolute pressure at which the fluid vaporizes corresponding to the temperature of the liquid
743,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop325,Density,Prop325,Volumetric mass at a stated temperature
744,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop344,PumpMechanicalPowerLosses,Prop344,Power absorbed by friction in bearings and shaft seal at given operating conditions of the pump
745,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop332,KinematicViscosity,Prop332,Ratio of the dynamic viscosity to the density of the pumped liquid
746,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop326,DynamicViscosity,Prop326,Ratio of the shear stress to the shear velocity acting in a liquid subjected to a plane shear motion
747,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop352,UsefulLife,Prop352,Time interval from first use until the instant when a limiting state is reached
748,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop356,VolumetricEfficiency,Prop356,Ratio of the actual delivered volume at maximum pressure to the geometric displacement volume
749,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop335,RatedMeanVelocityAtInletAreaOfTheInstallation,Prop335,Rated flow at the inlet area of the installation divided by the inlet area of the installation
750,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop348,RatedFlow,Prop348,Rate of flow at the guarantee point
751,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop336,RatedMeanVelocityAtOutletAreaOfTheInstallation,Prop336,Rated flow at the outlet area of the installation divided by the inlet area of the installation
752,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop327,HeightOfTheInletManometer,Prop327,"Height of the zero or center position of the inlet manometer, or other point as defined by the manometer calibration"
753,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop347,RatedDifferentialPressure,Prop347,Differential pressure for the operating conditions at the guarantee point
754,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop343,PumpEfficiency,Prop343,"Proportion of the pump power input, P, delivered as pump power output, Pu, at given operating conditions"
755,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop339,MinimumAllowableStableFlow,Prop339,Lowest flow at which the pump can operate without exceeding the noise and vibration limits imposed in the order
756,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop330,HydraulicEfficiency,Prop330,"Proportion of pump available power input, Pa, which is delivered as pump power output, Pu, after satisfying the losses resulting from friction due to the relative motion of internal surfaces and internal leakage"
757,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop331,InstallationTotalHead,Prop331,Difference between the total head at the outlet side of the installation and the total head at the inlet side of the installation
758,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop333,MaximumAllowableFlow,Prop333,Greatest rate of flow that the pump can be expected to deliver continuously without risk of internal damage when operated at the rated speed and on the liquid for which it was supplied
759,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop351,TotalHeadAtOutletAreaOfTheInstallation,Prop351,"Head observed at outlet area of the installation, corresponding to the sum of the height, pressure head and velocity head"
760,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop341,OverallEfficiency,Prop341,"Proportion of the driver power input, Pmot, delivered as pump power output, Pu"
761,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop340,NetPositiveSuctionHeadAvailable,Prop340,Minimum NPSH available at the inlet area of the pump as determined by the conditions of the installation for a specified rate of flow
762,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop346,PumpTotalHead,Prop346,Difference between the total head at the outlet side of the pump and the total head at the inlet side of the pump
763,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop334,MaximumDynamicSealingPressure,Prop334,Highest pressure expected at the shaft seals during any specified operating condition and during startup and shutdown
764,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop93,Ram,Prop93,This attribute indicates a ram failure.
765,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop89,MeasureCircuit,Prop89,This attribute indicates a failure in the measurement elements of device hardware.
766,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop82,Communication,Prop82,This attribute indicates a communication failure.
767,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop90,MicroProcessor,Prop90,This attribute indicates a failure of the micro processor.
768,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop91,NetworkNA,Prop91,This attribute indicates a disconnection of the device.
769,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop92,PowerSupply,Prop92,This attribute indicates a failure in the power supply of device hardware.
770,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop87,HardwareFault,Prop87,This attribute indicates a failure of device hardware.
771,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop85,DCLinkSupply,Prop85,This attribute indicates a failure in the dc power supply of device hardware.
772,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop88,IONA,Prop88,This attribute indicates a disconnection between processing unit and device.
773,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop83,ComputingCircuit,Prop83,This attribute indicates a failure in the computing elements of device hardware.
774,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop86,Eprom,Prop86,This attribute indicates a failure of an eprom.
775,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop84,ControlCircuit,Prop84,This attribute indicates a failure in the control elements of device hardware.
776,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop60,PreventiveMaintenanceTime,Prop60,Part of the active maintenance time taken to perform a preventive maintenance
777,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop59,NextServicingDate,Prop59,"Part of maintenance time when preventive maintenance is carried out on an item, including technical, logistic and internal administrative delays"
778,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop58,NextInspectionDate,Prop58,This attribute identifies the date when the device was last serviced.
779,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop57,LastServicingDate,Prop57,This attribute identifies the date when the device is scheduled for the next servicing.
780,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop56,LastInspectionDate,Prop56,This attribute identifies the date when the device is scheduled for the next inspection.
781,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop55,InstallationDate,Prop55,This attribute identifies the date when the device was last inspected.
782,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop54,ActivePreventiveMaintenanceTime,Prop54,This attribute indicates the date of installation or commissioning of the device.
783,https://identifier.buildingsmart.org/uri/VDMAPumpsSystems/VDMAPumpsSystems-1.0/prop/Prop513,OutletTemperatureOfThePump,Prop513,Measured temperature acting at the outlet area of the pump.
